Date,UV_level,Lat,Lon
24/02/2023,2.087638889,-37.73,145.1
25/02/2023,0.356784722,-37.73,145.1
26/02/2023,1.472680556,-37.73,145.1
27/02/2023,0.822131944,-37.73,145.1
28/02/2023,0.568118056,-37.73,145.1
1/03/2023,1.337736111,-37.73,145.1
2/03/2023,0.885513889,-37.73,145.1
3/03/2023,1.838069444,-37.73,145.1
4/03/2023,1.455548611,-37.73,145.1
5/03/2023,1.627402778,-37.73,145.1
6/03/2023,1.6573125,-37.73,145.1
7/03/2023,1.3538125,-37.73,145.1
8/03/2023,1.303770833,-37.73,145.1
9/03/2023,1.061277778,-37.73,145.1
10/03/2023,1.643659722,-37.73,145.1
11/03/2023,1.648881944,-37.73,145.1
12/03/2023,0.930340278,-37.73,145.1
13/03/2023,1.791027778,-37.73,145.1
14/03/2023,1.603791667,-37.73,145.1
15/03/2023,1.502576389,-37.73,145.1
16/03/2023,1.535666667,-37.73,145.1
17/03/2023,1.742194444,-37.73,145.1
18/03/2023,0.790791667,-37.73,145.1
19/03/2023,0.636305556,-37.73,145.1
20/03/2023,1.628777778,-37.73,145.1
21/03/2023,0.471847222,-37.73,145.1
22/03/2023,1.451354167,-37.73,145.1
23/03/2023,1.09375,-37.73,145.1
24/03/2023,0.492597222,-37.73,145.1
25/03/2023,1.268222222,-37.73,145.1
26/03/2023,0.758256944,-37.73,145.1
27/03/2023,0.4055,-37.73,145.1
28/03/2023,1.058930556,-37.73,145.1
29/03/2023,0.675034722,-37.73,145.1
30/03/2023,0.913,-37.73,145.1
31/03/2023,0.760659722,-37.73,145.1
1/04/2023,0.690944444,-37.73,145.1
2/04/2023,1.227319444,-37.73,145.1
3/04/2023,1.047118056,-37.73,145.1
4/04/2023,1.080027778,-37.73,145.1
5/04/2023,0.502819444,-37.73,145.1
6/04/2023,0.729111111,-37.73,145.1
7/04/2023,0.543138889,-37.73,145.1
8/04/2023,0.650576389,-37.73,145.1
9/04/2023,0.373583333,-37.73,145.1
10/04/2023,0.498902778,-37.73,145.1
11/04/2023,0.922138889,-37.73,145.1
12/04/2023,0.716826389,-37.73,145.1
13/04/2023,0.844125,-37.73,145.1
14/04/2023,0.970472222,-37.73,145.1
15/04/2023,0.495145833,-37.73,145.1
16/04/2023,0.4750625,-37.73,145.1
17/04/2023,0.71725,-37.73,145.1
18/04/2023,0.942569444,-37.73,145.1
19/04/2023,0.564166667,-37.73,145.1
20/04/2023,0.735923611,-37.73,145.1
21/04/2023,0.467097222,-37.73,145.1
22/04/2023,0.708826389,-37.73,145.1
23/04/2023,0.6714375,-37.73,145.1
24/04/2023,0.8681875,-37.73,145.1
25/04/2023,0.806395833,-37.73,145.1
26/04/2023,0.792402778,-37.73,145.1
27/04/2023,0.370409722,-37.73,145.1
28/04/2023,0.5671875,-37.73,145.1
29/04/2023,0.655444444,-37.73,145.1
30/04/2023,0.629277778,-37.73,145.1
1/05/2023,0.558319444,-37.73,145.1
2/05/2023,0.486569444,-37.73,145.1
3/05/2023,0.397854167,-37.73,145.1
4/05/2023,0.424666667,-37.73,145.1
5/05/2023,0.558125,-37.73,145.1
6/05/2023,0.285263889,-37.73,145.1
7/05/2023,0.422340278,-37.73,145.1
8/05/2023,0.364180556,-37.73,145.1
9/05/2023,0.352159722,-37.73,145.1
10/05/2023,0.266006944,-37.73,145.1
11/05/2023,0.550722222,-37.73,145.1
12/05/2023,0.443048611,-37.73,145.1
13/05/2023,0.386625,-37.73,145.1
14/05/2023,0.515611111,-37.73,145.1
15/05/2023,0.502381944,-37.73,145.1
16/05/2023,0.232645833,-37.73,145.1
17/05/2023,0.454645833,-37.73,145.1
18/05/2023,0.301791667,-37.73,145.1
19/05/2023,0.309506944,-37.73,145.1
20/05/2023,0.269576389,-37.73,145.1
21/05/2023,0.266534722,-37.73,145.1
22/05/2023,0.408861111,-37.73,145.1
23/05/2023,0.4404375,-37.73,145.1
24/05/2023,0.425076389,-37.73,145.1
25/05/2023,0.178041667,-37.73,145.1
26/05/2023,0.313888889,-37.73,145.1
27/05/2023,0.288895833,-37.73,145.1
28/05/2023,0.201770833,-37.73,145.1
29/05/2023,0.324263889,-37.73,145.1
30/05/2023,0.291486111,-37.73,145.1
31/05/2023,0.156395833,-37.73,145.1
1/06/2023,0.3134375,-37.73,145.1
2/06/2023,0.359270833,-37.73,145.1
3/06/2023,0.252236111,-37.73,145.1
4/06/2023,0.322354167,-37.73,145.1
5/06/2023,0.352868056,-37.73,145.1
6/06/2023,0.2104375,-37.73,145.1
7/06/2023,0.107743056,-37.73,145.1
8/06/2023,0.284631944,-37.73,145.1
9/06/2023,0.328888889,-37.73,145.1
10/06/2023,0.342736111,-37.73,145.1
11/06/2023,0.298645833,-37.73,145.1
12/06/2023,0.241423611,-37.73,145.1
13/06/2023,0.227131944,-37.73,145.1
14/06/2023,0.222409722,-37.73,145.1
15/06/2023,0.162430556,-37.73,145.1
16/06/2023,0.3565,-37.73,145.1
17/06/2023,0.288833333,-37.73,145.1
18/06/2023,0.317673611,-37.73,145.1
19/06/2023,0.236173611,-37.73,145.1
20/06/2023,0.302006944,-37.73,145.1
21/06/2023,0.326083333,-37.73,145.1
22/06/2023,0.2676875,-37.73,145.1
23/06/2023,0.165222222,-37.73,145.1
24/06/2023,0.299013889,-37.73,145.1
25/06/2023,0.149319444,-37.73,145.1
26/06/2023,0.194152778,-37.73,145.1
27/06/2023,0.307805556,-37.73,145.1
28/06/2023,0.1535625,-37.73,145.1
29/06/2023,0.227833333,-37.73,145.1
30/06/2023,0.217743056,-37.73,145.1
1/07/2023,0.240486111,-37.73,145.1
2/07/2023,0.174923611,-37.73,145.1
3/07/2023,0.235631944,-37.73,145.1
4/07/2023,0.185527778,-37.73,145.1
5/07/2023,0.196354167,-37.73,145.1
6/07/2023,0.374354167,-37.73,145.1
7/07/2023,0.309951389,-37.73,145.1
8/07/2023,0.241534722,-37.73,145.1
9/07/2023,0.2481875,-37.73,145.1
10/07/2023,0.311395833,-37.73,145.1
11/07/2023,0.3099375,-37.73,145.1
12/07/2023,0.33125,-37.73,145.1
13/07/2023,0.337847222,-37.73,145.1
14/07/2023,0.285159722,-37.73,145.1
15/07/2023,0.146201389,-37.73,145.1
16/07/2023,0.342888889,-37.73,145.1
17/07/2023,0.382444444,-37.73,145.1
18/07/2023,0.231541667,-37.73,145.1
19/07/2023,0.394326389,-37.73,145.1
20/07/2023,0.228354167,-37.73,145.1
21/07/2023,0.317708333,-37.73,145.1
22/07/2023,0.340631944,-37.73,145.1
23/07/2023,0.202208333,-37.73,145.1
24/07/2023,0.2445,-37.73,145.1
25/07/2023,0.297638889,-37.73,145.1
26/07/2023,0.425625,-37.73,145.1
27/07/2023,0.475902778,-37.73,145.1
28/07/2023,0.461166667,-37.73,145.1
29/07/2023,0.464951389,-37.73,145.1
30/07/2023,0.432048611,-37.73,145.1
31/07/2023,0.435243056,-37.73,145.1
1/08/2023,0.293069444,-37.73,145.1
2/08/2023,0.489305556,-37.73,145.1
3/08/2023,0.561604167,-37.73,145.1
4/08/2023,0.183534722,-37.73,145.1
5/08/2023,0.405208333,-37.73,145.1
6/08/2023,0.289493056,-37.73,145.1
7/08/2023,0.426909722,-37.73,145.1
8/08/2023,0.5060625,-37.73,145.1
9/08/2023,0.576020833,-37.73,145.1
10/08/2023,0.313444444,-37.73,145.1
11/08/2023,0.389590278,-37.73,145.1
12/08/2023,0.366527778,-37.73,145.1
13/08/2023,0.436888889,-37.73,145.1
14/08/2023,0.378673611,-37.73,145.1
15/08/2023,0.665354167,-37.73,145.1
16/08/2023,0.7050625,-37.73,145.1
17/08/2023,0.2568125,-37.73,145.1
18/08/2023,0.320597222,-37.73,145.1
19/08/2023,0.23975,-37.73,145.1
20/08/2023,0.602868056,-37.73,145.1
21/08/2023,0.574194444,-37.73,145.1
22/08/2023,0.242513889,-37.73,145.1
23/08/2023,0.633277778,-37.73,145.1
24/08/2023,0.737506944,-37.73,145.1
25/08/2023,0.702493056,-37.73,145.1
26/08/2023,0.440229167,-37.73,145.1
27/08/2023,0.594909722,-37.73,145.1
28/08/2023,0.684391939,-37.73,145.1
29/08/2023,0.327201389,-37.73,145.1
30/08/2023,0.343659722,-37.73,145.1
31/08/2023,0.458347222,-37.73,145.1
1/09/2023,0.562701389,-37.73,145.1
2/09/2023,0.841673611,-37.73,145.1
3/09/2023,0.926243056,-37.73,145.1
4/09/2023,0.603375,-37.73,145.1
5/09/2023,0.587875,-37.73,145.1
6/09/2023,0.973819444,-37.73,145.1
7/09/2023,0.736201389,-37.73,145.1
8/09/2023,0.182486111,-37.73,145.1
9/09/2023,0.628215278,-37.73,145.1
10/09/2023,0.601416667,-37.73,145.1
11/09/2023,0.620395833,-37.73,145.1
12/09/2023,1.021013889,-37.73,145.1
13/09/2023,0.932041667,-37.73,145.1
14/09/2023,0.894326389,-37.73,145.1
15/09/2023,1.042944444,-37.73,145.1
16/09/2023,1.150020833,-37.73,145.1
17/09/2023,1.064256944,-37.73,145.1
18/09/2023,0.588951389,-37.73,145.1
19/09/2023,0.629770833,-37.73,145.1
20/09/2023,0.5926875,-37.73,145.1
21/09/2023,1.053923611,-37.73,145.1
22/09/2023,1.195770833,-37.73,145.1
23/09/2023,1.082715278,-37.73,145.1
24/09/2023,1.317145833,-37.73,145.1
25/09/2023,1.146180556,-37.73,145.1
26/09/2023,1.221909722,-37.73,145.1
27/09/2023,0.988791667,-37.73,145.1
28/09/2023,1.292666667,-37.73,145.1
29/09/2023,1.319569444,-37.73,145.1
30/09/2023,1.380979167,-37.73,145.1
1/10/2023,1.313166667,-37.73,145.1
2/10/2023,1.344909722,-37.73,145.1
3/10/2023,0.114444444,-37.73,145.1
4/10/2023,0.319402778,-37.73,145.1
5/10/2023,0.651083333,-37.73,145.1
6/10/2023,1.047277778,-37.73,145.1
7/10/2023,0.802993056,-37.73,145.1
8/10/2023,1.414944444,-37.73,145.1
9/10/2023,1.308041667,-37.73,145.1
10/10/2023,1.259798611,-37.73,145.1
11/10/2023,1.617229167,-37.73,145.1
12/10/2023,0.435076389,-37.73,145.1
13/10/2023,0.666347222,-37.73,145.1
14/10/2023,0.981583333,-37.73,145.1
15/10/2023,0.743173611,-37.73,145.1
16/10/2023,1.2904375,-37.73,145.1
17/10/2023,1.513326389,-37.73,145.1
18/10/2023,1.820173611,-37.73,145.1
19/10/2023,1.868888889,-37.73,145.1
20/10/2023,1.797888889,-37.73,145.1
21/10/2023,0.795680556,-37.73,145.1
22/10/2023,0.430243056,-37.73,145.1
23/10/2023,0.797715278,-37.73,145.1
24/10/2023,1.512986111,-37.73,145.1
25/10/2023,1.483083333,-37.73,145.1
26/10/2023,1.454131944,-37.73,145.1
27/10/2023,1.988368056,-37.73,145.1
28/10/2023,1.349909722,-37.73,145.1
29/10/2023,1.923618056,-37.73,145.1
30/10/2023,1.583833333,-37.73,145.1
31/10/2023,1.216298611,-37.73,145.1
1/11/2023,0.838548611,-37.73,145.1
2/11/2023,1.345895833,-37.73,145.1
3/11/2023,1.286479167,-37.73,145.1
4/11/2023,1.532090278,-37.73,145.1
5/11/2023,1.921451389,-37.73,145.1
6/11/2023,1.779493056,-37.73,145.1
7/11/2023,2.028909722,-37.73,145.1
8/11/2023,1.781256944,-37.73,145.1
9/11/2023,1.473409722,-37.73,145.1
10/11/2023,2.183777778,-37.73,145.1
11/11/2023,1.192284722,-37.73,145.1
12/11/2023,2.168180556,-37.73,145.1
13/11/2023,2.227548611,-37.73,145.1
14/11/2023,0.953138889,-37.73,145.1
15/11/2023,2.082375,-37.73,145.1
16/11/2023,1.665513889,-37.73,145.1
17/11/2023,1.575243056,-37.73,145.1
18/11/2023,2.413111111,-37.73,145.1
19/11/2023,2.223222222,-37.73,145.1
20/11/2023,1.529284722,-37.73,145.1
21/11/2023,1.181236111,-37.73,145.1
22/11/2023,2.233097222,-37.73,145.1
23/11/2023,2.004368056,-37.73,145.1
24/11/2023,1.137666667,-37.73,145.1
25/11/2023,1.717486111,-37.73,145.1
26/11/2023,1.041388889,-37.73,145.1
27/11/2023,1.181326389,-37.73,145.1
28/11/2023,1.670402778,-37.73,145.1
29/11/2023,0.889840278,-37.73,145.1
30/11/2023,1.106597222,-37.73,145.1
1/12/2023,1.699104167,-37.73,145.1
2/12/2023,0.638923611,-37.73,145.1
3/12/2023,2.0338125,-37.73,145.1
4/12/2023,2.532520833,-37.73,145.1
5/12/2023,1.964152778,-37.73,145.1
6/12/2023,2.640868056,-37.73,145.1
7/12/2023,1.911256944,-37.73,145.1
8/12/2023,1.555423611,-37.73,145.1
9/12/2023,0.343416667,-37.73,145.1
10/12/2023,0.720423611,-37.73,145.1
11/12/2023,0.393354167,-37.73,145.1
12/12/2023,2.117215278,-37.73,145.1
13/12/2023,1.333625,-37.73,145.1
14/12/2023,2.050430556,-37.73,145.1
15/12/2023,2.655493056,-37.73,145.1
16/12/2023,1.891541667,-37.73,145.1
17/12/2023,2.813256944,-37.73,145.1
18/12/2023,0.823944444,-37.73,145.1
19/12/2023,0.914118056,-37.73,145.1
20/12/2023,2.616555556,-37.73,145.1
21/12/2023,2.020486111,-37.73,145.1
22/12/2023,2.838333333,-37.73,145.1
23/12/2023,2.843881944,-37.73,145.1
24/12/2023,2.441694444,-37.73,145.1
25/12/2023,0.568569444,-37.73,145.1
26/12/2023,1.556784722,-37.73,145.1
27/12/2023,2.580375,-37.73,145.1
28/12/2023,1.652097222,-37.73,145.1
29/12/2023,2.790541667,-37.73,145.1
30/12/2023,1.922402778,-37.73,145.1
31/12/2023,3.071993056,-37.73,145.1
